,MedInc,HouseAge,TotalRooms,TotalBedRooms,Population,Households,Latitude,Longitude,MedHouseVal
10885,4.2708,15.0,3201.0,677.0,1510.0,622.0,33.7,-117.92,1.617
15631,1.9063,52.0,1642.0,570.0,1432.0,513.0,37.8,-122.4,3.0
3944,5.6356,33.0,1636.0,275.0,866.0,289.0,34.22,-118.62,2.413
2173,2.9853,7.0,2232.0,490.0,1274.0,499.0,36.78,-119.86,0.747
3277,1.3532,14.0,2374.0,557.0,723.0,427.0,39.03,-122.91,0.958
12431,2.1287,13.0,1713.0,512.0,1978.0,442.0,33.53,-116.17,0.586
12687,1.725,43.0,88.0,21.0,119.0,19.0,38.59,-121.5,0.675
11849,2.5893,8.0,1116.0,214.0,27.0,39.0,39.75,-121.0,0.83
1569,7.9393,8.0,2865.0,389.0,1376.0,417.0,37.74,-121.98,3.993
8791,8.0838,36.0,4421.0,702.0,1433.0,624.0,33.8,-118.38,5.00001
13539,2.06,40.0,961.0,199.0,509.0,182.0,34.15,-117.3,0.855
7358,2.5556,29.0,2913.0,787.0,3803.0,740.0,33.96,-118.17,1.465
8233,2.7813,41.0,1158.0,396.0,1209.0,336.0,33.77,-118.2,1.292
1082,0.987,52.0,857.0,232.0,520.0,198.0,39.73,-121.84,1.125
9982,3.3393,15.0,1743.0,366.0,655.0,264.0,38.49,-122.18,1.469
4651,4.125,43.0,2808.0,584.0,1654.0,569.0,34.06,-118.32,4.368
6377,3.6,44.0,2267.0,426.0,980.0,372.0,34.15,-118.02,3.074
6577,8.3695,37.0,2260.0,322.0,941.0,303.0,34.22,-118.21,5.00001
4647,2.1435,52.0,2124.0,756.0,1920.0,756.0,34.06,-118.31,3.289
16374,2.2672,16.0,4356.0,881.0,1629.0,818.0,38.03,-121.29,0.911
4562,1.4886,15.0,326.0,123.0,490.0,105.0,34.06,-118.26,1.75
11071,5.6784,26.0,1904.0,292.0,945.0,303.0,33.83,-117.85,2.324
7736,2.6862,19.0,1793.0,447.0,1222.0,452.0,33.93,-118.13,1.958
440,2.9,46.0,1647.0,376.0,854.0,355.0,37.88,-122.3,1.448
2088,1.5273,46.0,2625.0,593.0,1368.0,551.0,36.75,-119.8,0.59
5632,2.45,41.0,1305.0,381.0,1384.0,369.0,33.75,-118.28,1.868
6359,3.4375,42.0,683.0,127.0,541.0,138.0,34.13,-117.97,1.517
7750,4.3194,40.0,1335.0,281.0,804.0,282.0,33.92,-118.15,1.984
18137,5.9158,27.0,1716.0,290.0,817.0,301.0,37.34,-122.0,3.431
15725,3.875,44.0,1545.0,334.0,561.0,326.0,37.78,-122.44,4.125
14573,5.2837,27.0,1318.0,216.0,495.0,191.0,32.81,-117.21,2.838
2363,4.0227,19.0,3225.0,548.0,1760.0,542.0,36.77,-119.58,1.265
3608,3.0187,16.0,6338.0,1768.0,4718.0,1632.0,34.23,-118.46,1.546
18360,10.0259,30.0,1502.0,186.0,501.0,180.0,37.35,-122.09,5.00001
5245,7.9835,27.0,1613.0,200.0,497.0,197.0,34.09,-118.43,5.00001
14235,5.0829,5.0,3201.0,532.0,2061.0,536.0,32.69,-117.03,1.794
15547,4.7566,23.0,3792.0,624.0,1988.0,658.0,33.09,-117.08,1.783
14007,8.603,52.0,1504.0,208.0,518.0,196.0,32.75,-117.18,4.596
11676,4.0455,33.0,2053.0,418.0,1154.0,405.0,33.85,-118.0,1.972
959,4.4087,3.0,2456.0,582.0,793.0,456.0,37.7,-121.93,2.256
18171,4.2061,16.0,1105.0,354.0,499.0,324.0,37.36,-122.01,2.536
18172,4.9671,24.0,1709.0,437.0,892.0,408.0,37.36,-122.02,3.352
13127,1.9485,16.0,1708.0,391.0,687.0,378.0,38.28,-121.31,1.554
5136,1.5962,46.0,1086.0,249.0,880.0,250.0,33.97,-118.26,0.957
18811,2.2337,23.0,1922.0,411.0,872.0,350.0,40.92,-121.63,0.645
6617,3.1115,46.0,2837.0,592.0,1453.0,549.0,34.17,-118.11,2.346
3331,2.1953,15.0,1410.0,329.0,599.0,273.0,38.92,-122.59,0.75
4335,1.8771,34.0,2501.0,1047.0,3326.0,970.0,34.08,-118.3,2.475
16961,5.012,41.0,839.0,190.0,419.0,215.0,37.53,-122.29,3.682
7286,3.0724,45.0,173.0,42.0,230.0,57.0,33.98,-118.24,1.107
6488,3.6094,29.0,3402.0,747.0,2331.0,690.0,34.09,-118.01,1.792
2920,1.7213,44.0,2687.0,620.0,1521.0,549.0,35.37,-119.02,0.616
1491,5.6642,22.0,3526.0,510.0,1660.0,508.0,37.95,-122.02,2.37
3116,3.9261,12.0,2014.0,372.0,1027.0,356.0,35.63,-117.76,1.013
5098,3.2188,52.0,1595.0,325.0,823.0,302.0,33.97,-118.31,1.242
13084,5.6485,26.0,1793.0,244.0,653.0,235.0,38.57,-121.36,1.295
8593,4.4211,44.0,1325.0,245.0,669.0,253.0,33.88,-118.37,3.24
784,5.2312,31.0,1487.0,280.0,854.0,301.0,37.64,-122.11,1.976
4161,2.3984,44.0,1346.0,398.0,1204.0,344.0,34.11,-118.18,1.522
3531,6.7415,28.0,2309.0,300.0,931.0,302.0,34.27,-118.54,3.482
16792,5.3446,35.0,2738.0,509.0,1545.0,493.0,37.66,-122.45,2.633
15510,5.1842,17.0,1893.0,297.0,936.0,287.0,33.15,-117.07,1.577
13892,3.7292,37.0,452.0,109.0,184.0,59.0,34.13,-116.27,0.658
7783,4.6731,36.0,1360.0,271.0,909.0,275.0,33.91,-118.06,1.733
18794,2.125,22.0,2153.0,461.0,903.0,314.0,40.4,-122.76,1.232
15598,1.7137,16.0,2595.0,606.0,1046.0,367.0,32.74,-116.35,1.107
17237,3.8456,27.0,5509.0,1059.0,2591.0,979.0,34.43,-119.66,5.00001
16791,4.7813,36.0,1664.0,326.0,963.0,322.0,37.67,-122.45,2.464
2702,1.7411,17.0,1039.0,256.0,728.0,246.0,32.85,-115.57,0.635
14213,3.625,21.0,991.0,210.0,695.0,203.0,32.69,-117.05,1.443
14514,4.2008,12.0,1681.0,381.0,1050.0,362.0,32.9,-117.15,1.761
1578,8.2673,21.0,3521.0,447.0,1396.0,467.0,37.87,-122.03,3.587
1445,6.2135,28.0,2839.0,428.0,1372.0,443.0,37.97,-121.99,2.172
9687,5.0374,30.0,1337.0,253.0,838.0,247.0,36.74,-121.62,1.654
7858,2.9292,33.0,2867.0,786.0,1774.0,705.0,33.89,-118.14,1.834
15884,3.4472,45.0,3490.0,712.0,2337.0,781.0,37.73,-122.4,2.254
1577,7.6518,11.0,6200.0,907.0,2286.0,896.0,37.8,-122.02,3.593
18413,7.3339,17.0,1957.0,261.0,863.0,269.0,37.27,-121.85,2.942
4086,3.2388,20.0,4084.0,1062.0,1637.0,987.0,34.16,-118.39,2.563
584,5.4639,35.0,2211.0,350.0,1004.0,365.0,37.71,-122.08,2.386
13222,3.4267,11.0,3467.0,749.0,2163.0,676.0,34.03,-117.71,1.644
14767,4.8646,29.0,1061.0,202.0,759.0,206.0,32.58,-117.1,1.368
9498,2.375,20.0,4620.0,1042.0,1745.0,794.0,39.17,-123.73,1.588
4606,15.0001,52.0,1482.0,171.0,531.0,161.0,34.07,-118.33,5.00001
504,1.73,44.0,1025.0,198.0,506.0,204.0,37.85,-122.28,1.479
14248,2.2024,5.0,1615.0,387.0,1094.0,394.0,32.72,-117.1,1.372
16201,1.7386,38.0,512.0,133.0,676.0,124.0,37.94,-121.27,0.52
4233,8.4389,25.0,1590.0,218.0,568.0,206.0,34.11,-118.3,5.00001
12933,4.8088,19.0,3243.0,546.0,1334.0,515.0,38.66,-121.23,1.695
5917,1.9688,37.0,944.0,244.0,1107.0,235.0,34.28,-118.44,1.441
5534,6.1985,38.0,1104.0,216.0,415.0,163.0,33.96,-118.43,4.22
14692,3.3849,16.0,2574.0,771.0,1129.0,721.0,32.79,-117.11,0.969
12514,2.625,51.0,1250.0,235.0,452.0,232.0,38.56,-121.45,1.212
9117,3.7464,29.0,2370.0,475.0,1746.0,483.0,34.58,-118.13,1.135
17114,5.397,44.0,2581.0,437.0,1006.0,414.0,37.47,-122.16,3.417
15707,2.7165,50.0,3312.0,1095.0,1475.0,997.0,37.79,-122.43,5.00001
1387,6.9961,5.0,5303.0,779.0,2017.0,727.0,37.97,-122.09,2.941
3254,2.0335,33.0,1726.0,420.0,1371.0,388.0,36.0,-120.14,0.439
9390,3.8839,44.0,2846.0,551.0,1232.0,537.0,37.9,-122.53,3.272
9050,2.415,16.0,3914.0,819.0,1524.0,795.0,34.71,-118.1,1.375
28,1.6424,50.0,2082.0,492.0,1131.0,473.0,37.84,-122.28,1.089
17503,3.7396,30.0,2453.0,573.0,1845.0,530.0,37.36,-121.88,2.107
15549,2.5331,31.0,1356.0,324.0,1301.0,331.0,33.11,-117.08,1.151
13069,2.6471,16.0,1537.0,364.0,1125.0,375.0,38.58,-121.3,0.907
8043,3.8646,36.0,2831.0,573.0,1462.0,569.0,33.84,-118.16,2.146
420,6.6828,52.0,3706.0,531.0,1205.0,504.0,37.89,-122.26,3.709
19435,0.536,16.0,19.0,19.0,166.0,9.0,37.67,-121.04,1.625
367,5.0,41.0,4400.0,666.0,1476.0,648.0,37.74,-122.13,2.489
20392,6.0145,14.0,4242.0,746.0,1858.0,689.0,34.23,-118.87,2.871
14374,4.9125,38.0,1840.0,291.0,633.0,283.0,32.73,-117.25,3.836
4028,5.4088,39.0,1819.0,291.0,770.0,278.0,34.18,-118.56,4.573
7173,1.9083,42.0,1291.0,345.0,1535.0,332.0,34.05,-118.19,1.192
10002,4.5042,9.0,2374.0,372.0,884.0,333.0,39.04,-121.07,2.064
10022,2.9688,16.0,1039.0,182.0,554.0,184.0,39.2,-121.2,1.283
14260,1.3194,14.0,819.0,237.0,827.0,237.0,32.7,-117.12,0.905
14101,2.9286,31.0,987.0,267.0,619.0,250.0,32.76,-117.1,1.518
13453,3.5481,29.0,3999.0,772.0,2602.0,760.0,34.11,-117.41,1.055
1254,2.5556,52.0,1989.0,392.0,985.0,396.0,39.21,-122.01,0.758
16056,3.5302,52.0,2564.0,502.0,1092.0,459.0,37.76,-122.49,3.296
15649,3.5066,52.0,2161.0,544.0,904.0,431.0,37.79,-122.41,3.5
20218,4.4038,41.0,1280.0,240.0,608.0,252.0,34.28,-119.24,2.291
3521,4.58,33.0,3047.0,527.0,1578.0,507.0,34.27,-118.49,2.362
3977,5.5101,35.0,1934.0,307.0,905.0,315.0,34.19,-118.62,2.674
15677,3.3715,52.0,2994.0,821.0,1240.0,779.0,37.8,-122.43,5.0
14149,1.4254,19.0,2935.0,763.0,1953.0,720.0,32.73,-117.08,1.113
13544,3.8594,45.0,942.0,166.0,401.0,174.0,34.15,-117.3,0.908
3768,5.9275,37.0,1982.0,331.0,794.0,340.0,34.17,-118.43,3.369
17124,3.7312,35.0,1321.0,300.0,1133.0,287.0,37.46,-122.13,1.596
702,3.8958,6.0,2445.0,590.0,1189.0,573.0,37.63,-122.02,3.011
10157,6.0076,19.0,8096.0,1318.0,3853.0,1313.0,33.91,-117.97,2.695
1981,5.7373,12.0,1313.0,231.0,731.0,232.0,38.63,-120.84,2.083
1832,2.7243,31.0,1432.0,348.0,681.0,348.0,37.91,-122.31,2.181
18581,3.5,9.0,4934.0,1112.0,3198.0,977.0,36.92,-121.77,1.948
5543,5.611,36.0,2526.0,452.0,996.0,441.0,33.98,-118.4,4.566
11188,2.4942,32.0,1792.0,411.0,1131.0,381.0,33.83,-117.93,1.863
3093,1.6236,17.0,4002.0,930.0,1614.0,731.0,35.61,-118.48,0.673
11256,3.7201,18.0,3751.0,878.0,2281.0,815.0,33.81,-117.98,1.831
270,3.875,33.0,142.0,31.0,575.0,47.0,37.78,-122.18,2.25
10420,6.1557,35.0,2556.0,404.0,946.0,399.0,33.41,-117.61,4.029
15466,3.75,16.0,1787.0,361.0,1446.0,362.0,33.17,-117.21,1.638
18387,8.1988,16.0,3574.0,466.0,1503.0,487.0,37.23,-121.89,3.559
16441,3.2338,34.0,2770.0,544.0,1409.0,535.0,38.14,-121.29,1.018
7621,4.25,18.0,6812.0,1263.0,3704.0,1216.0,33.87,-118.25,1.692
4546,1.625,26.0,36.0,9.0,35.0,9.0,34.02,-118.2,1.75
4229,12.9591,49.0,2850.0,379.0,1113.0,380.0,34.11,-118.29,5.00001
15396,4.15,14.0,3337.0,571.0,1385.0,512.0,33.23,-117.08,2.722
1389,5.6875,14.0,5381.0,871.0,2296.0,872.0,37.98,-122.09,2.11
9032,7.4001,25.0,3546.0,584.0,1530.0,601.0,34.06,-118.62,5.00001
8330,1.2,35.0,1300.0,356.0,1216.0,326.0,33.93,-118.3,0.992
18409,6.3566,16.0,2030.0,321.0,1343.0,365.0,37.27,-121.82,2.791
2973,4.1528,15.0,1474.0,235.0,768.0,238.0,35.34,-119.08,1.301
4610,2.5386,19.0,3013.0,1118.0,2465.0,1008.0,34.07,-118.29,2.906
1863,2.9688,22.0,1880.0,360.0,743.0,314.0,41.68,-123.91,1.527
14707,3.7167,17.0,1475.0,308.0,549.0,293.0,32.8,-117.05,1.804
13436,2.3682,24.0,3477.0,831.0,2541.0,753.0,34.09,-117.44,0.974
10333,8.2375,14.0,2452.0,296.0,954.0,275.0,33.83,-117.75,3.883
8196,3.7716,20.0,6678.0,1797.0,3625.0,1599.0,33.79,-118.13,2.429
19140,4.1964,14.0,3155.0,580.0,1208.0,501.0,38.31,-122.7,2.581
16337,5.0285,9.0,2167.0,370.0,1290.0,351.0,38.04,-121.36,1.482
1542,6.2726,22.0,1980.0,291.0,861.0,290.0,37.73,-121.94,2.582
11561,1.9439,17.0,2545.0,737.0,1468.0,699.0,33.76,-117.99,1.777
5829,4.9042,52.0,2962.0,468.0,1364.0,466.0,34.19,-118.3,3.435
1558,7.8287,8.0,11336.0,1657.0,4089.0,1555.0,37.8,-121.94,3.692
8447,3.3409,32.0,332.0,103.0,177.0,102.0,33.9,-118.37,2.563
18227,4.2463,14.0,753.0,193.0,421.0,153.0,37.41,-122.09,2.667
3706,2.0968,23.0,1875.0,710.0,2555.0,657.0,34.19,-118.39,1.625
8568,5.5347,29.0,1929.0,523.0,686.0,455.0,33.9,-118.42,5.00001
15296,3.0306,19.0,5710.0,1423.0,4163.0,1406.0,33.15,-117.34,1.785
2182,2.9808,38.0,1446.0,285.0,928.0,255.0,36.79,-120.08,0.896
10185,4.285,34.0,1599.0,296.0,938.0,307.0,33.87,-117.95,1.849
9220,2.9861,17.0,3328.0,628.0,1580.0,619.0,37.12,-120.27,0.815
5081,3.0455,48.0,1998.0,410.0,1176.0,382.0,33.98,-118.3,1.024
7320,2.4375,36.0,988.0,337.0,1508.0,351.0,33.99,-118.18,1.548
7045,4.625,31.0,3808.0,670.0,2430.0,660.0,33.94,-118.04,1.739
15921,4.0,49.0,1435.0,322.0,1008.0,329.0,37.73,-122.43,2.64
6731,12.4237,44.0,1917.0,265.0,754.0,257.0,34.13,-118.1,5.00001
11659,4.1591,10.0,3897.0,893.0,1992.0,693.0,33.82,-118.01,1.923
15528,0.7054,43.0,107.0,44.0,107.0,48.0,33.12,-117.08,1.375
13785,2.7028,29.0,3375.0,795.0,1760.0,699.0,34.03,-117.04,0.92
17278,5.0434,26.0,3119.0,562.0,1459.0,562.0,34.43,-119.74,3.404
8434,4.9688,36.0,1075.0,197.0,509.0,197.0,33.92,-118.37,2.389
10213,4.675,34.0,1396.0,245.0,661.0,261.0,33.88,-117.9,2.154
6516,2.9334,22.0,6311.0,1572.0,6666.0,1456.0,34.07,-118.01,1.826
14682,7.1298,16.0,1787.0,236.0,770.0,228.0,32.82,-117.08,2.786
20163,12.632,5.0,403.0,48.0,208.0,54.0,34.44,-119.31,5.00001
10857,3.152,21.0,1795.0,406.0,2246.0,400.0,33.71,-117.86,1.528
17542,2.4196,44.0,1267.0,353.0,1018.0,327.0,37.34,-121.88,1.944
6889,3.5357,22.0,1764.0,357.0,1379.0,363.0,34.05,-118.09,1.99
19061,3.5507,24.0,1946.0,400.0,718.0,380.0,38.3,-122.45,2.579
3675,3.6845,32.0,1869.0,441.0,1516.0,432.0,34.21,-118.39,1.785
5068,1.9556,44.0,1597.0,388.0,902.0,321.0,33.98,-118.3,0.933
17898,3.0375,48.0,2068.0,495.0,946.0,452.0,37.34,-121.93,2.185
15792,1.375,52.0,1176.0,493.0,1136.0,436.0,37.77,-122.42,3.125
2661,1.2227,19.0,2283.0,634.0,1184.0,453.0,40.16,-123.82,0.768
7746,3.3411,34.0,1745.0,404.0,1084.0,410.0,33.93,-118.15,2.205
15249,4.125,12.0,3900.0,977.0,1690.0,892.0,32.98,-117.26,2.269
18714,4.1099,10.0,7949.0,1309.0,3176.0,1163.0,40.57,-122.42,1.201
6437,4.733,36.0,1928.0,361.0,1008.0,368.0,34.1,-118.02,2.337
11268,3.6849,33.0,3268.0,641.0,1704.0,591.0,33.79,-117.97,2.114
15326,2.9716,15.0,3672.0,845.0,1827.0,796.0,33.19,-117.33,1.736
2392,4.1838,44.0,3042.0,697.0,335.0,115.0,37.25,-119.21,0.856
15938,2.1187,37.0,971.0,248.0,647.0,208.0,37.72,-122.4,2.393
2457,3.1333,30.0,1671.0,319.0,966.0,282.0,36.51,-119.65,1.0
20052,1.881,25.0,2014.0,402.0,1160.0,362.0,35.96,-119.19,0.525
14389,4.8167,16.0,1953.0,404.0,798.0,385.0,32.74,-117.23,1.698
3384,4.45,32.0,2542.0,526.0,1278.0,493.0,34.24,-118.28,2.636
7522,1.4688,40.0,972.0,240.0,761.0,225.0,33.91,-118.24,0.882
9175,3.227,18.0,2288.0,607.0,2305.0,597.0,34.38,-118.53,1.361
2638,1.5625,22.0,1665.0,405.0,826.0,382.0,40.59,-124.14,0.668
19823,2.6445,39.0,3027.0,608.0,2199.0,592.0,36.52,-119.35,0.62
3584,4.7926,27.0,4580.0,918.0,2252.0,850.0,34.23,-118.51,4.544
1784,1.822,41.0,2591.0,585.0,1638.0,462.0,37.94,-122.36,0.797
5209,1.2098,38.0,2073.0,500.0,1657.0,470.0,33.93,-118.27,0.884
15772,4.3667,52.0,3505.0,745.0,1374.0,714.0,37.77,-122.44,5.00001
13002,4.0781,8.0,1145.0,241.0,447.0,216.0,38.66,-121.26,1.243
9883,5.4508,14.0,2493.0,407.0,1296.0,418.0,36.72,-121.8,1.9
937,4.8214,35.0,1867.0,343.0,1213.0,338.0,37.54,-122.03,1.86
19321,3.2315,35.0,2157.0,487.0,768.0,322.0,38.54,-123.02,1.369
17048,6.7058,44.0,3022.0,473.0,1235.0,477.0,37.47,-122.27,4.959
17074,2.9286,20.0,505.0,216.0,326.0,216.0,37.48,-122.21,2.375
1993,2.2206,50.0,772.0,194.0,606.0,167.0,36.73,-119.81,0.592
8171,2.7092,35.0,1835.0,435.0,774.0,418.0,33.8,-118.12,2.563
10911,3.775,23.0,407.0,108.0,647.0,96.0,33.73,-117.86,1.774
19961,2.6098,23.0,3180.0,547.0,1829.0,498.0,36.18,-119.27,0.66
13585,2.6,43.0,1018.0,261.0,736.0,215.0,34.12,-117.3,0.669
10108,4.3426,11.0,3127.0,706.0,1594.0,694.0,33.92,-117.95,1.413
15184,2.4459,17.0,3167.0,861.0,2098.0,828.0,32.97,-117.1,0.858
219,2.875,35.0,1745.0,409.0,1143.0,386.0,37.79,-122.21,1.438
14312,1.6023,32.0,1280.0,353.0,1335.0,330.0,32.7,-117.14,0.773
11607,5.32,16.0,4021.0,701.0,1488.0,650.0,33.8,-118.01,2.195
2745,3.6042,34.0,1152.0,208.0,621.0,208.0,32.79,-115.57,0.736
13494,3.5139,14.0,2991.0,522.0,1729.0,537.0,34.04,-117.35,1.468
7293,2.2059,35.0,1366.0,496.0,2160.0,497.0,33.98,-118.23,1.5
12407,3.1771,5.0,3584.0,760.0,1097.0,470.0,33.72,-116.29,1.674
2092,1.4635,43.0,2070.0,512.0,1925.0,444.0,36.75,-119.78,0.466
5810,2.6673,25.0,3208.0,1111.0,2843.0,1005.0,34.13,-118.26,2.181
5909,3.6726,38.0,1237.0,298.0,1073.0,293.0,34.29,-118.43,1.546
8368,3.745,42.0,3081.0,680.0,1785.0,609.0,33.98,-118.35,1.708
12882,4.0352,34.0,1503.0,264.0,731.0,285.0,38.67,-121.34,1.185
11028,5.3041,37.0,2733.0,460.0,1378.0,476.0,33.79,-117.84,2.357
8473,3.6654,35.0,881.0,159.0,605.0,170.0,33.91,-118.32,1.845
12371,7.6281,14.0,16921.0,2837.0,2524.0,1262.0,33.76,-116.42,3.417
13445,3.3553,21.0,3465.0,639.0,2292.0,628.0,34.07,-117.45,1.135
12039,3.3187,10.0,9738.0,2130.0,4936.0,1840.0,33.9,-117.46,1.448
6483,3.6944,29.0,2741.0,667.0,2449.0,677.0,34.08,-118.02,1.752
15687,3.8068,52.0,3565.0,892.0,1377.0,852.0,37.79,-122.43,5.00001
14204,4.8875,9.0,1520.0,269.0,1250.0,265.0,32.69,-117.06,1.577
10865,3.1742,20.0,1738.0,509.0,1403.0,411.0,33.71,-117.88,2.45
7619,4.8438,22.0,7368.0,1367.0,4721.0,1342.0,33.83,-118.24,2.131
19508,3.4125,37.0,1043.0,196.0,555.0,197.0,37.62,-121.05,1.25
15282,3.2308,34.0,1797.0,458.0,775.0,391.0,33.05,-117.3,3.313
8937,4.793,44.0,2175.0,475.0,1019.0,448.0,34.01,-118.47,4.708
4342,2.3846,32.0,2880.0,1063.0,3646.0,1028.0,34.08,-118.3,2.583
19080,3.1375,31.0,1701.0,363.0,680.0,324.0,38.32,-122.48,1.921
791,5.7309,36.0,1116.0,199.0,662.0,226.0,37.64,-122.08,1.779
17282,5.4127,25.0,2024.0,312.0,907.0,335.0,34.42,-119.73,3.928
12610,3.9792,34.0,2815.0,479.0,1075.0,471.0,38.54,-121.51,1.648
15208,4.955,4.0,9153.0,1866.0,3775.0,1698.0,33.0,-117.07,2.415
4461,4.7853,7.0,2529.0,689.0,1215.0,577.0,34.1,-118.18,1.531
17867,4.7794,26.0,1669.0,276.0,951.0,278.0,37.44,-121.91,2.258
1249,2.331,28.0,4169.0,895.0,2587.0,810.0,39.13,-122.09,0.655
15950,3.4605,49.0,1557.0,405.0,1173.0,385.0,37.72,-122.44,2.65
11826,4.8051,21.0,4059.0,730.0,1874.0,693.0,39.0,-121.04,1.743
13382,3.8505,10.0,20263.0,3915.0,9716.0,3744.0,34.13,-117.59,1.696
12100,7.4141,20.0,4589.0,594.0,1660.0,595.0,33.94,-117.34,2.365
9846,4.6964,31.0,2034.0,335.0,966.0,322.0,36.59,-121.91,2.913
20571,3.4186,6.0,4598.0,834.0,2561.0,812.0,38.53,-121.99,1.273
12864,3.7857,16.0,2686.0,516.0,1553.0,529.0,38.69,-121.34,1.127
10681,8.4614,18.0,3224.0,561.0,1310.0,580.0,33.53,-117.76,3.919
19329,2.5687,25.0,1563.0,314.0,737.0,305.0,38.46,-122.88,2.492
4071,8.8115,34.0,5264.0,771.0,1738.0,753.0,34.14,-118.46,5.00001
13843,3.125,9.0,5904.0,1165.0,3489.0,1063.0,34.54,-117.32,0.928
661,4.5859,17.0,1463.0,292.0,695.0,330.0,37.7,-122.14,1.872
3762,3.2596,42.0,1713.0,416.0,1349.0,427.0,34.17,-118.37,1.918
8672,6.0308,38.0,1318.0,237.0,547.0,225.0,33.82,-118.38,4.167
17727,4.7027,14.0,4412.0,924.0,2698.0,891.0,37.32,-121.8,2.276
14038,2.7852,37.0,1832.0,525.0,955.0,488.0,32.75,-117.14,1.292
18895,4.2902,39.0,2967.0,500.0,1243.0,523.0,38.12,-122.24,1.524
17620,3.662,23.0,1932.0,552.0,997.0,482.0,37.27,-121.94,2.119
11242,4.025,24.0,2749.0,498.0,1367.0,460.0,33.81,-117.95,2.407
11981,4.2099,21.0,2394.0,416.0,1291.0,381.0,33.98,-117.5,1.387
13493,2.8682,27.0,2919.0,549.0,1841.0,564.0,34.04,-117.39,0.964
849,5.3428,14.0,1727.0,302.0,1116.0,273.0,37.59,-122.04,2.436
4409,2.6051,45.0,1747.0,484.0,1680.0,441.0,34.09,-118.23,1.555
14126,2.5101,15.0,1821.0,516.0,1385.0,439.0,32.75,-117.08,0.953
8037,4.933,36.0,3002.0,484.0,1322.0,471.0,33.84,-118.14,2.289
16536,4.075,7.0,5151.0,867.0,2553.0,805.0,37.79,-121.24,1.95
14821,1.7961,52.0,204.0,74.0,248.0,57.0,32.67,-117.11,0.475
9887,1.8287,52.0,935.0,224.0,315.0,207.0,38.3,-122.29,1.469
17318,5.5221,11.0,2137.0,339.0,916.0,338.0,34.63,-120.13,3.949
11831,3.0147,15.0,4126.0,903.0,723.0,266.0,39.27,-120.58,1.188
3855,4.375,33.0,2127.0,414.0,1056.0,391.0,34.18,-118.44,2.861
2650,2.3947,38.0,2220.0,426.0,1041.0,401.0,40.44,-124.09,0.705
7188,2.8167,45.0,911.0,238.0,1005.0,229.0,34.04,-118.17,1.14
16053,4.1397,52.0,1845.0,336.0,1015.0,337.0,37.76,-122.48,3.313
20427,8.6499,4.0,15572.0,2222.0,5495.0,2152.0,34.19,-118.8,5.00001
11965,4.2321,9.0,5455.0,882.0,3015.0,858.0,34.02,-117.42,1.628
6734,6.3013,49.0,3783.0,579.0,1601.0,539.0,34.12,-118.1,5.00001
15575,5.4155,5.0,5673.0,855.0,2592.0,797.0,33.01,-116.84,1.992
336,3.0298,46.0,1026.0,226.0,749.0,225.0,37.74,-122.17,1.076
8768,10.5045,36.0,1018.0,148.0,329.0,169.0,33.81,-118.38,5.00001
18499,5.2327,34.0,440.0,90.0,217.0,93.0,37.35,-121.74,5.00001
13055,2.7356,22.0,2938.0,619.0,1501.0,561.0,38.61,-121.28,0.961
14257,1.7402,34.0,2028.0,522.0,1797.0,464.0,32.7,-117.11,0.794
9493,3.25,16.0,1377.0,296.0,830.0,279.0,39.37,-123.75,1.514
7077,4.3125,34.0,1519.0,301.0,758.0,304.0,33.94,-117.99,2.14
11595,7.1221,34.0,3486.0,507.0,1311.0,503.0,33.8,-118.07,3.845
13202,1.4722,27.0,2127.0,628.0,1970.0,534.0,34.06,-117.71,0.913
15803,4.05,35.0,1581.0,422.0,580.0,388.0,37.76,-122.44,4.231
15557,2.7216,32.0,2474.0,499.0,1224.0,461.0,33.12,-117.07,1.463
13398,3.7917,5.0,2185.0,488.0,1379.0,458.0,34.1,-117.53,1.03
19239,5.7819,19.0,2107.0,332.0,874.0,341.0,38.5,-122.63,2.656
4817,2.4359,48.0,1353.0,488.0,1945.0,487.0,34.04,-118.29,1.237
17151,6.6136,39.0,2392.0,420.0,937.0,406.0,37.43,-122.19,4.728
20365,6.3522,17.0,2400.0,352.0,1067.0,323.0,34.18,-118.92,2.593
12732,8.4699,25.0,3196.0,406.0,978.0,419.0,38.58,-121.36,3.44
17326,4.2222,18.0,2375.0,429.0,1048.0,369.0,34.64,-120.08,3.75
3829,2.7237,20.0,5992.0,1820.0,4826.0,1632.0,34.19,-118.46,2.335
1528,5.5636,38.0,2139.0,343.0,809.0,340.0,37.89,-122.07,2.688
15539,2.2875,17.0,2641.0,627.0,1167.0,647.0,33.11,-117.11,1.324
2205,5.5405,16.0,1852.0,274.0,887.0,286.0,36.82,-119.85,1.193
19052,2.625,32.0,1495.0,333.0,905.0,281.0,38.25,-121.76,2.125
19203,1.5357,52.0,1059.0,281.0,627.0,273.0,38.44,-122.72,1.375
12548,4.3929,52.0,2037.0,358.0,811.0,375.0,38.55,-121.48,1.625
2644,2.6987,25.0,1899.0,357.0,891.0,355.0,40.58,-124.14,0.925
14695,3.6528,16.0,2220.0,512.0,930.0,527.0,32.78,-117.11,1.332
13182,3.851,10.0,10856.0,2278.0,6474.0,2199.0,33.97,-117.71,1.372
7551,3.1964,36.0,602.0,150.0,645.0,145.0,33.92,-118.21,1.154
